Gene	Cell type	Expression	Expression rate	Expression sum	Number of cells	Total
ANKRD12	somatic stem cell	3845.697193622923	0.4768406091690914	1394734384	362674	760577
ANKRD12	progenitor cell	3718.9363232778446	0.4594293440285253	5037117022	1354451	2948116
ANKRD12	retinal cell	4133.864640348633	0.6330771057768382	3327653555	804974	1271526
ANKRD12	embryonic cell	3564.2590927967753	0.3954678502896137	1982572785	556237	1406529
ANKRD12	kidney epithelial cell	4122.457243903983	0.4056592968237794	1693678579	410842	1012776
ANKRD12	extraembryonic cell	2856.564124356967	0.28330460789780504	63858491	22355	78908
ANKRD12	germ line cell	3751.671480851192	0.6861379488504262	249114738	66401	96775
ANKRD12	abnormal cell	4051.6024133035894	0.331702066831475	79913806	19724	59463
ANKRD12	cell in vitro	3859.374667303624	0.19403545884459983	452411336	117224	604137
ANKRD12	contractile cell	4275.09544	0.5271814769516259	53438693	12500	23711
ANKRD12	embryonic cell (metazoa)	3042.7802755620014	0.3572538860103627	4195994	1379	3860
ANKRD12	hematopoietic cell	3070.8368495077357	0.5929751403368083	56767490	18486	31175
ANKRD12	kidney cell	3617.7997020335442	0.2527464848875397	235547703	65108	257602
ANKRD12	perivascular cell	4054.3585199004974	0.4329680389886642	65194085	16080	37139
ANKRD12	precursor cell	3681.3398352591234	0.45095055072613305	64357183	17482	38767
ANKRD12	malignant cell	3406.9802104410633	0.46435390277370664	2574488003	755651	1627317
ANKRD12	neoplastic cell	3448.784495876267	0.42199599475741306	1985437644	575692	1364212
ANKRD12	experimentally modified cell in vitro	2400.1156815761447	0.47798421990328327	18029669	7512	15716
ANKRD12	ectodermal cell	0	0	0	0	3319
ANKRD12	erythroid lineage cell	3471.977030473889	0.39899300998955517	258627569	74490	186695
ANKRD12	hematopoietic lineage restricted progenitor cell	3621.526845637584	0.14451988360814744	1079215	298	2062
ANKRD12	hematopoietic precursor cell	3765.8689367677944	0.5766479538051309	595323625	158084	274143
ANKRD12	myeloid cell	4046.998159707071	0.471255632644303	213313226	52709	111848
ANKRD12	primitive red blood cell	3162.4912542981015	0.6935918705931149	21153904	6689	9644
ANKRD12	proerythroblast	3636.9277158199093	0.7712647339917171	8805002	2421	3139
ANKRD12	reticulocyte	4576.1906976744185	0.0440935192780968	983881	215	4876
ANKRD12	kidney collecting duct cell	3994.3429561200924	0.38301636444051307	3459101	866	2261
ANKRD12	kidney cortex collecting duct epithelial cell	4120.2764705882355	0.737527114967462	1400894	340	461
ANKRD12	kidney inner medulla collecting duct epithelial cell	4264.822607605516	0.7744336569579288	20411441	4786	6180
ANKRD12	kidney medulla cell	4669.591836734694	0.22580645161290322	228810	49	217
ANKRD12	kidney tubule cell	4286.2792051578135	0.49654776978761017	89086027	20784	41857
ANKRD12	papillary tips cell	4036.9882697947214	0.6421845574387948	1376613	341	531
ANKRD12	Leydig stem cell	2883.2105263157896	0.7916666666666666	273905	95	120
ANKRD12	cardiac muscle myoblast	3913.7056885527136	0.7732871033391121	200757447	51296	66335
ANKRD12	glioblast	3115.6541106178443	0.45248451895484065	186683763	59918	132420
ANKRD12	multi fate stem cell	4160.598794373745	0.4518765133171913	6211774	1493	3304
ANKRD12	muscle precursor cell	4134.773511799929	0.3200315635215872	23477244	5678	17742
ANKRD12	myoblast	3485.60184404771	0.45402152233406	272943538	78306	172472
ANKRD12	smooth muscle myoblast	4349.734707446809	0.5119128658951668	6542001	1504	2938
ANKRD12	stem cell	3109.466738718073	0.3436545414579054	281954006	90676	263858
MCMDC2	secretory cell	2960.3813362416427	0.010628320247632958	62431482	21089	1984227
MCMDC2	B cell	3894.0947098976108	0.018246829233927037	365110320	93760	5138427
MCMDC2	T cell	3799.5228052675952	0.010699238489358442	959907642	252639	23612802
MCMDC2	epithelial cell	2737.2782573780364	0.014884999112458394	272687660	99620	6692644
MCMDC2	myeloid leukocyte	3270.3089495372337	0.010014885420582527	399984947	122308	12212621
MCMDC2	endothelial cell	3287.920884916856	0.0046263645504773954	44883408	13651	2950697
MCMDC2	connective tissue cell	3007.9948622702495	0.007404548426671877	124705451	41458	5598991
MCMDC2	glial cell	3070.7312981039986	0.04023189795885614	654311425	213080	5296295
MCMDC2	neural cell	1926.277007557654	0.04233976583768641	971338665	504257	11909773
MCMDC2	blood cell	3312.3992015968065	0.0031189280682083075	14935608	4509	1445689
MCMDC2	muscle cell	3058.551705468327	0.03213186553654327	186421785	60951	1896902
MCMDC2	innate lymphoid cell	3901.860725762207	0.003922931114264324	49783841	12759	3252415
MCMDC2	somatic stem cell	3044.6875891583454	0.007373349443909032	17074608	5608	760577
MCMDC2	progenitor cell	2998.071063576946	0.008563095889035574	75686304	25245	2948116
MCMDC2	retinal cell	3324.2668597204433	0.014122400957589543	59693860	17957	1271526
MCMDC2	embryonic cell	3148.835693279599	0.013054832143524948	57818921	18362	1406529
MCMDC2	kidney epithelial cell	3248.136477201749	0.015808036525352103	52002665	16010	1012776
MCMDC2	extraembryonic cell	1844.6338028169014	0.0071982561970902826	1047752	568	78908
MCMDC2	germ line cell	2236.4992837465566	0.18754843709635752	40592462	18150	96775
MCMDC2	abnormal cell	3281.4285714285716	0.0035316078906210586	689100	210	59463
MCMDC2	cell in vitro	3309.0009771589102	0.013551561980146887	27090791	8187	604137
MCMDC2	contractile cell	3578.4322033898306	0.004976593142423348	422255	118	23711
MCMDC2	embryonic cell (metazoa)	2340.5833333333335	0.0031088082901554403	28087	12	3860
MCMDC2	hematopoietic cell	1680.2806236080178	0.014402566158781075	754446	449	31175
MCMDC2	kidney cell	3528.9948914431675	0.006079145348250402	5526406	1566	257602
MCMDC2	perivascular cell	2605.630769230769	0.0035003634992864644	338732	130	37139
MCMDC2	precursor cell	2494.7936507936506	0.004875280522093533	471516	189	38767
MCMDC2	malignant cell	2152.1839761346687	0.014419440096797366	50500997	23465	1627317
MCMDC2	neoplastic cell	2429.1340383124793	0.01323987767297165	43875019	18062	1364212
MCMDC2	experimentally modified cell in vitro	1602.4530386740332	0.011516925426317128	290044	181	15716
MCMDC2	ectodermal cell	1772.948717948718	0.011750527267249171	69145	39	3319
MCMDC2	erythroid lineage cell	2022.035242290749	0.008511208120196042	3213014	1589	186695
MCMDC2	hematopoietic lineage restricted progenitor cell	3002.6	0.0024248302618816685	15013	5	2062
MCMDC2	hematopoietic precursor cell	2594.896730333441	0.011267841965689439	8015636	3089	274143
MCMDC2	myeloid cell	3005.2808022922636	0.006240612259495029	2097686	698	111848
MCMDC2	primitive red blood cell	1683.097902097902	0.014827872252177519	240683	143	9644
MCMDC2	proerythroblast	1831.7241379310344	0.009238611022618668	53120	29	3139
MCMDC2	reticulocyte	0	0	0	0	4876
MCMDC2	kidney collecting duct cell	2742.5882352941176	0.007518796992481203	46624	17	2261
MCMDC2	kidney cortex collecting duct epithelial cell	2868.235294117647	0.0368763557483731	48760	17	461
MCMDC2	kidney inner medulla collecting duct epithelial cell	2712.935582822086	0.05275080906148867	884417	326	6180
MCMDC2	kidney medulla cell	0	0	0	0	217
MCMDC2	kidney tubule cell	3464.875	0.011276488998255967	1635421	472	41857
MCMDC2	papillary tips cell	2961.08	0.047080979284369114	74027	25	531
MCMDC2	Leydig stem cell	1156.5714285714287	0.058333333333333334	8096	7	120
MCMDC2	cardiac muscle myoblast	2453.5072617101087	0.15673475540815557	25509115	10397	66335
MCMDC2	glioblast	2420.797986810135	0.021756532245884308	6974319	2881	132420
MCMDC2	multi fate stem cell	2058.327272727273	0.016646489104116223	113208	55	3304
MCMDC2	muscle precursor cell	3711.4674556213017	0.009525419907563972	627238	169	17742
MCMDC2	myoblast	2560.8794788273617	0.021359988867758244	9434280	3684	172472
MCMDC2	smooth muscle myoblast	4101.827586206897	0.009870660313138189	118953	29	2938
MCMDC2	stem cell	2214.267266302602	0.01179801256736578	6893014	3113	263858
FBXL4	secretory cell	3271.073597372341	0.11876010154080154	770818680	235647	1984227
FBXL4	B cell	3725.388517604399	0.0588222816048569	1126013581	302254	5138427
FBXL4	T cell	3760.0723314703887	0.048981565169605876	4348869578	1156592	23612802
FBXL4	epithelial cell	3042.9007438829854	0.11736363087592885	2390116376	785473	6692644
FBXL4	myeloid leukocyte	3363.821164605839	0.06446650559286168	2648353222	787305	12212621
FBXL4	endothelial cell	3576.8483764804378	0.09391475980081994	991194761	277114	2950697
FBXL4	connective tissue cell	3435.21125568427	0.1076158186358935	2069852190	602540	5598991
FBXL4	glial cell	3434.074429828376	0.21274608004274687	3869398309	1126766	5296295
FBXL4	neural cell	2679.4092022547256	0.26807908093630334	8554713204	3192761	11909773
FBXL4	blood cell	3548.7313058947393	0.057158213142660695	293242314	82633	1445689
FBXL4	muscle cell	3384.1618615774028	0.1697425591833421	1089649357	321985	1896902
FBXL4	innate lymphoid cell	3984.1755266635278	0.040486223314060474	524628265	131678	3252415
FBXL4	somatic stem cell	3148.0968660115054	0.08776494687585873	210141762	66752	760577
FBXL4	progenitor cell	2982.688094151789	0.09070131568771378	797564831	267398	2948116
FBXL4	retinal cell	3339.3941512688652	0.14543863043303873	617550821	184929	1271526
FBXL4	embryonic cell	3248.4146708016465	0.14144962528323268	646281844	198953	1406529
FBXL4	kidney epithelial cell	3685.774355921195	0.18242928347433193	680983670	184760	1012776
FBXL4	extraembryonic cell	2119.899718837863	0.08113245805241547	13571598	6402	78908
FBXL4	germ line cell	2015.38355177877	0.0717437354688711	13992808	6943	96775
FBXL4	abnormal cell	2601.9575736325387	0.04796259859072028	7420783	2852	59463
FBXL4	cell in vitro	3649.4009656914677	0.08124647224056795	179127197	49084	604137
FBXL4	contractile cell	3872.6614529023286	0.1213360887351862	11141647	2877	23711
FBXL4	embryonic cell (metazoa)	2559.74	0.11658031088082901	1151883	450	3860
FBXL4	hematopoietic cell	2009.032062610452	0.1270569366479551	7957776	3961	31175
FBXL4	kidney cell	3375.6401766004415	0.08089222909760017	70341590	20838	257602
FBXL4	perivascular cell	3049.2046783625733	0.07366918872344436	8342624	2736	37139
FBXL4	precursor cell	2796.1465311004786	0.08625893156550675	9350314	3344	38767
FBXL4	malignant cell	2614.932844038688	0.11328278387062878	482055025	184347	1627317
FBXL4	neoplastic cell	2814.887556428371	0.14370567037967705	551844631	196045	1364212
FBXL4	experimentally modified cell in vitro	1825.9726368159204	0.1278951387121405	3670205	2010	15716
FBXL4	ectodermal cell	2143.613559322034	0.08888219343175656	632366	295	3319
FBXL4	erythroid lineage cell	2379.5262336039973	0.08575484078309542	38096215	16010	186695
FBXL4	hematopoietic lineage restricted progenitor cell	2697.375	0.027158098933074686	151053	56	2062
FBXL4	hematopoietic precursor cell	2792.2804633471646	0.10549238900865607	80752751	28920	274143
FBXL4	myeloid cell	3149.4661490260182	0.06563371718761175	23120231	7341	111848
FBXL4	primitive red blood cell	1857.9538860103628	0.20012442969722108	3585851	1930	9644
FBXL4	proerythroblast	1754.9245614035087	0.18158649251353934	1000307	570	3139
FBXL4	reticulocyte	4651.174074074074	0.055373256767842494	1255817	270	4876
FBXL4	kidney collecting duct cell	3186.968253968254	0.11145510835913312	803116	252	2261
FBXL4	kidney cortex collecting duct epithelial cell	3231.655737704918	0.3969631236442516	591393	183	461
FBXL4	kidney inner medulla collecting duct epithelial cell	3167.4742004264394	0.3794498381877023	7427727	2345	6180
FBXL4	kidney medulla cell	4505.333333333333	0.013824884792626729	13516	3	217
FBXL4	kidney tubule cell	3667.7212903225804	0.20366963709773753	31267324	8525	41857
FBXL4	papillary tips cell	3022.013698630137	0.2749529190207156	441214	146	531
FBXL4	Leydig stem cell	2044.6666666666667	0.25	61340	30	120
FBXL4	cardiac muscle myoblast	2950.4452604920407	0.4166729479158815	81550307	27640	66335
FBXL4	glioblast	2676.0172279309527	0.22267784322609877	78907720	29487	132420
FBXL4	multi fate stem cell	3666.568281938326	0.0687046004842615	832311	227	3304
FBXL4	muscle precursor cell	3799.057471264368	0.024518092661481233	1652590	435	17742
FBXL4	myoblast	3039.1007932953744	0.18125840716174219	95008369	31262	172472
FBXL4	smooth muscle myoblast	3958.058	0.17018379850238258	1979029	500	2938
FBXL4	stem cell	2364.4686013320647	0.12746249876827687	79521808	33632	263858
WASHC4	secretory cell	3087.9965797782847	0.10933476865298174	669925418	216945	1984227
WASHC4	B cell	4047.3074777135803	0.19232928676421793	3999832561	988270	5138427
WASHC4	T cell	3791.729771108817	0.08439409266210761	7556087045	1992781	23612802
WASHC4	epithelial cell	3125.307978144068	0.14761340958819863	3087566759	987924	6692644
WASHC4	myeloid leukocyte	3783.9200608095903	0.2448008498748958	11312634449	2989660	12212621
WASHC4	endothelial cell	3609.523196674854	0.1345360096275558	1432890471	396975	2950697
WASHC4	connective tissue cell	3437.45599569251	0.17016619601638938	3275067137	952759	5598991
WASHC4	glial cell	3411.466191584434	0.19365367676838244	3498960065	1025647	5296295
WASHC4	neural cell	2371.697960984596	0.18896640599279263	5337617731	2250547	11909773
WASHC4	blood cell	3804.5392094908284	0.08209442003086417	451534127	118683	1445689
WASHC4	muscle cell	3387.5156020648824	0.12785689508472237	821580934	242532	1896902
WASHC4	innate lymphoid cell	4004.5109547403567	0.07192101868918942	936723189	233917	3252415
WASHC4	somatic stem cell	3173.728324079246	0.12005490568344822	289796307	91311	760577
WASHC4	progenitor cell	3112.0063133600734	0.12169229433305881	1116472721	358763	2948116
WASHC4	retinal cell	3111.229129307762	0.18112960332702596	716550292	230311	1271526
WASHC4	embryonic cell	2918.6984304695916	0.06731322283436744	276336530	94678	1406529
WASHC4	kidney epithelial cell	3654.7113309524266	0.20680189893915338	765457360	209444	1012776
WASHC4	extraembryonic cell	2509.9656443176414	0.21321032088001216	42227662	16824	78908
WASHC4	germ line cell	2317.273663101604	0.07729268922758976	17333207	7480	96775
WASHC4	abnormal cell	3234.3225752786557	0.10108807157391991	19441513	6011	59463
WASHC4	cell in vitro	3764.3992739533346	0.16004316901629928	363972237	96688	604137
WASHC4	contractile cell	3897.042547497993	0.15760617434945806	14563248	3737	23711
WASHC4	embryonic cell (metazoa)	2666.463386727689	0.22642487046632123	2330489	874	3860
WASHC4	hematopoietic cell	3662.2899249732045	0.05985565356856456	6833833	1866	31175
WASHC4	kidney cell	3376.020853080569	0.09010023214105481	78357444	23210	257602
WASHC4	perivascular cell	3161.2184773988897	0.13581410377231481	15945186	5044	37139
WASHC4	precursor cell	3392.325573979592	0.0808935434777001	10638333	3136	38767
WASHC4	malignant cell	2932.5082331146896	0.12207148330657148	582539828	198649	1627317
WASHC4	neoplastic cell	2888.988582002803	0.20241941868272673	797773974	276143	1364212
WASHC4	experimentally modified cell in vitro	2106.5175089534423	0.3198014762025961	10587357	5026	15716
WASHC4	ectodermal cell	2368.957957957958	0.30099427538415185	2366589	999	3319
WASHC4	erythroid lineage cell	2520.3247427546494	0.05673960202469268	26697800	10593	186695
WASHC4	hematopoietic lineage restricted progenitor cell	2866.3623188405795	0.06692531522793405	395558	138	2062
WASHC4	hematopoietic precursor cell	3063.3967695979572	0.19715622868357024	165573532	54049	274143
WASHC4	myeloid cell	3637.9530097978177	0.2728435018954295	111019412	30517	111848
WASHC4	primitive red blood cell	1812.6829143150333	0.202094566569888	3532919	1949	9644
WASHC4	proerythroblast	1984.7710109622412	0.26154826377827334	1629497	821	3139
WASHC4	reticulocyte	4535.568627450981	0.010459392945036915	231314	51	4876
WASHC4	kidney collecting duct cell	3320.138613861386	0.13401149933657674	1006002	303	2261
WASHC4	kidney cortex collecting duct epithelial cell	3323.522613065327	0.4316702819956616	661381	199	461
WASHC4	kidney inner medulla collecting duct epithelial cell	3230.3663729809105	0.4407766990291262	8799518	2724	6180
WASHC4	kidney medulla cell	0	0	0	0	217
WASHC4	kidney tubule cell	3766.1849762736147	0.26683708818118834	42064520	11169	41857
WASHC4	papillary tips cell	3014.5569620253164	0.2975517890772128	476300	158	531
WASHC4	Leydig stem cell	0	0	0	0	120
WASHC4	cardiac muscle myoblast	2825.3160356960334	0.3834627270671591	71867564	25437	66335
WASHC4	glioblast	2655.7421721985743	0.289178371847153	101696335	38293	132420
WASHC4	multi fate stem cell	3245.232558139535	0.01301452784503632	139545	43	3304
WASHC4	muscle precursor cell	3299.812834224599	0.010539961672866645	617065	187	17742
WASHC4	myoblast	2985.779995331466	0.24838814416253072	127910815	42840	172472
WASHC4	smooth muscle myoblast	4087.5766871165642	0.2773995915588836	3331375	815	2938
WASHC4	stem cell	2584.432554634514	0.2112272510213827	144040764	55734	263858
ITGA1	secretory cell	3955.434644090349	0.10756783372063781	844244015	213439	1984227
ITGA1	B cell	3684.6372133561745	0.006475327955422934	122598934	33273	5138427
ITGA1	T cell	4081.939598028843	0.05099631970826673	4915332878	1204166	23612802
ITGA1	epithelial cell	3598.416926208739	0.08697833023839308	2094692469	582115	6692644
ITGA1	myeloid leukocyte	3402.011939736533	0.016527737985154865	686685904	201847	12212621
ITGA1	endothelial cell	4217.222131556191	0.340566652557006	4237924475	1004909	2950697
ITGA1	connective tissue cell	3941.887637044286	0.22394802920740542	4942665896	1253883	5598991
ITGA1	glial cell	3312.0020849440425	0.029794035264274366	522627305	157798	5296295
ITGA1	neural cell	2574.7934801186652	0.02751051594350287	843615635	327644	11909773
ITGA1	blood cell	4131.082542983212	0.0545539185813823	325810218	78868	1445689
ITGA1	muscle cell	4162.949768180407	0.20716831971287922	1635947674	392978	1896902
ITGA1	innate lymphoid cell	4302.499019988536	0.033255903690027254	465366899	108162	3252415
ITGA1	somatic stem cell	3463.780193525266	0.06603670634268456	173971824	50226	760577
ITGA1	progenitor cell	3465.7660561184725	0.034815455022801	355726228	102640	2948116
ITGA1	retinal cell	2595.1978155667903	0.02909024274769057	95993772	36989	1271526
ITGA1	embryonic cell	3181.8812118158344	0.06772842934628437	303112368	95262	1406529
ITGA1	kidney epithelial cell	3690.168498192924	0.14807420397007828	553399809	149966	1012776
ITGA1	extraembryonic cell	2683.5238200264666	0.05745931971409743	12167097	4534	78908
ITGA1	germ line cell	2140.5070384407145	0.03817101524153965	7907033	3694	96775
ITGA1	abnormal cell	3128.5177220230985	0.04222794006356894	7855708	2511	59463
ITGA1	cell in vitro	3293.0703979011805	0.022713391167897348	45187512	13722	604137
ITGA1	contractile cell	4478.796674964438	0.47437898022015096	50377505	11248	23711
ITGA1	embryonic cell (metazoa)	2098.336363636364	0.02849740932642487	230817	110	3860
ITGA1	hematopoietic cell	2238.818487394958	0.01908580593424218	1332097	595	31175
ITGA1	kidney cell	3535.4474508229628	0.048349779893013256	44033998	12455	257602
ITGA1	perivascular cell	4306.5272441494935	0.46253264762109914	73977525	17178	37139
ITGA1	precursor cell	3048.294299876084	0.04163334795057652	4919947	1614	38767
ITGA1	malignant cell	3054.3072021199405	0.038958604869241825	193636968	63398	1627317
ITGA1	neoplastic cell	3388.9715055446254	0.06557338595467567	303163835	89456	1364212
ITGA1	experimentally modified cell in vitro	2109.4434607645876	0.15811911427844236	5241967	2485	15716
ITGA1	ectodermal cell	2033.9512195121952	0.012353118409159385	83392	41	3319
ITGA1	erythroid lineage cell	2821.2123677786817	0.006582929376791022	3467270	1229	186695
ITGA1	hematopoietic lineage restricted progenitor cell	2448.4	0.009699321047526674	48968	20	2062
ITGA1	hematopoietic precursor cell	2692.4268656716417	0.01832984974994802	13529445	5025	274143
ITGA1	myeloid cell	3355.8829736211032	0.018641370431299622	6997016	2085	111848
ITGA1	primitive red blood cell	2197.4074074074074	0.002799668187474077	59330	27	9644
ITGA1	proerythroblast	1506.2857142857142	0.0022300095571838167	10544	7	3139
ITGA1	reticulocyte	4295	0.00020508613617719443	4295	1	4876
ITGA1	kidney collecting duct cell	3595.3407821229052	0.15833701901813357	1287132	358	2261
ITGA1	kidney cortex collecting duct epithelial cell	3029.529411764706	0.22125813449023862	309012	102	461
ITGA1	kidney inner medulla collecting duct epithelial cell	2902.800283286119	0.11423948220064725	2049377	706	6180
ITGA1	kidney medulla cell	4624.071428571428	0.12903225806451613	129474	28	217
ITGA1	kidney tubule cell	3782.3804609218437	0.23843084788685284	37748157	9980	41857
ITGA1	papillary tips cell	3010.6739130434785	0.08662900188323917	138491	46	531
ITGA1	Leydig stem cell	0	0	0	0	120
ITGA1	cardiac muscle myoblast	2814.328170782754	0.07202834099645737	13446860	4778	66335
ITGA1	glioblast	2273.913098502426	0.03580274882948195	10780622	4741	132420
ITGA1	multi fate stem cell	3897.147465437788	0.06567796610169492	845681	217	3304
ITGA1	muscle precursor cell	3906.840579710145	0.019445383834967873	1347860	345	17742
ITGA1	myoblast	3236.9494470774093	0.051382253351268614	28685846	8862	172472
ITGA1	smooth muscle myoblast	4455.93368902439	0.4465622872702519	5846185	1312	2938
ITGA1	stem cell	2678.0660580484023	0.1320141894503862	93285075	34833	263858
ANGPTL7	secretory cell	2779.93248115372	0.0015376264913238254	8481574	3051	1984227
ANGPTL7	B cell	3280.8697007481296	0.000312157786809076	5262515	1604	5138427
ANGPTL7	T cell	3647.1198738170347	0.000187948893147031	16185918	4438	23612802
ANGPTL7	epithelial cell	3120.300484981864	0.0036662640355590408	76562813	24537	6692644
ANGPTL7	myeloid leukocyte	3361.61074686431	0.0005744876550250761	23585061	7016	12212621
ANGPTL7	endothelial cell	3710.7815691158157	0.002721390912045527	29797576	8030	2950697
ANGPTL7	connective tissue cell	3977.7131383515175	0.00974014782306312	216924586	54535	5598991
ANGPTL7	glial cell	3325.817487578973	0.006156379129183703	108441605	32606	5296295
ANGPTL7	neural cell	1972.410242388175	0.0052203345941186285	122630662	62173	11909773
ANGPTL7	blood cell	3575.4477791116446	0.0005761958484847017	2978348	833	1445689
ANGPTL7	muscle cell	3062.8373029979857	0.008897665772928701	51694568	16878	1896902
ANGPTL7	innate lymphoid cell	3777.4077253218884	0.00014327814869873618	1760272	466	3252415
ANGPTL7	somatic stem cell	3815.9146997929606	0.003175220917803194	9215434	2415	760577
ANGPTL7	progenitor cell	2733.0483916083917	0.00121263885138848	9770648	3575	2948116
ANGPTL7	retinal cell	3250.434570220761	0.00837183038333467	34600876	10645	1271526
ANGPTL7	embryonic cell	3205.3039867109633	0.004280039729006654	19295930	6020	1406529
ANGPTL7	kidney epithelial cell	3061.2759305210916	0.0019895811117167073	6168471	2015	1012776
ANGPTL7	extraembryonic cell	1712.1162790697674	0.0005449384092867643	73621	43	78908
ANGPTL7	germ line cell	2083.0454545454545	0.00045466287780935157	91654	44	96775
ANGPTL7	abnormal cell	4308.371428571429	0.0005886013151035097	150793	35	59463
ANGPTL7	cell in vitro	3700.0731707317073	0.00006786540139074416	151703	41	604137
ANGPTL7	contractile cell	3555.2477064220184	0.004597022479018178	387522	109	23711
ANGPTL7	embryonic cell (metazoa)	2535.3611111111113	0.00932642487046632	91273	36	3860
ANGPTL7	hematopoietic cell	2049	0.00012830793905372896	8196	4	31175
ANGPTL7	kidney cell	3078.024	0.0004852446797773309	384753	125	257602
ANGPTL7	perivascular cell	3593.339285714286	0.0015078488920003232	201227	56	37139
ANGPTL7	precursor cell	2785.044776119403	0.0017282740475146388	186598	67	38767
ANGPTL7	malignant cell	2906.853371320038	0.003235386836123509	15304583	5265	1627317
ANGPTL7	neoplastic cell	2560.65662139219	0.0051810129217453	18098721	7068	1364212
ANGPTL7	experimentally modified cell in vitro	2658	0.00019088826673453805	7974	3	15716
ANGPTL7	ectodermal cell	2007.2	0.0030129557095510697	20072	10	3319
ANGPTL7	erythroid lineage cell	2718.9285714285716	0.00007498861779908406	38065	14	186695
ANGPTL7	hematopoietic lineage restricted progenitor cell	0	0	0	0	2062
ANGPTL7	hematopoietic precursor cell	2614.8571428571427	0.00022980707149188563	164736	63	274143
ANGPTL7	myeloid cell	3676.5283018867926	0.0009477147557399328	389712	106	111848
ANGPTL7	primitive red blood cell	0	0	0	0	9644
ANGPTL7	proerythroblast	0	0	0	0	3139
ANGPTL7	reticulocyte	0	0	0	0	4876
ANGPTL7	kidney collecting duct cell	4629	0.0004422821760283061	4629	1	2261
ANGPTL7	kidney cortex collecting duct epithelial cell	3833	0.004338394793926247	7666	2	461
ANGPTL7	kidney inner medulla collecting duct epithelial cell	2586.846153846154	0.010517799352750809	168145	65	6180
ANGPTL7	kidney medulla cell	0	0	0	0	217
ANGPTL7	kidney tubule cell	3385.6983240223462	0.004276465107389445	606040	179	41857
ANGPTL7	papillary tips cell	2651.25	0.007532956685499058	10605	4	531
ANGPTL7	Leydig stem cell	0	0	0	0	120
ANGPTL7	cardiac muscle myoblast	2114.5488721804513	0.01603979799502525	2249880	1064	66335
ANGPTL7	glioblast	2032.679117147708	0.004447968584805921	1197248	589	132420
ANGPTL7	multi fate stem cell	3398	0.00211864406779661	23786	7	3304
ANGPTL7	muscle precursor cell	4024.1666666666665	0.0006763611768684477	48290	12	17742
ANGPTL7	myoblast	2765.6103233125355	0.01022194906999397	4875771	1763	172472
ANGPTL7	smooth muscle myoblast	4078.25	0.0013614703880190605	16313	4	2938
ANGPTL7	stem cell	3486.708430913349	0.0032365893776197803	2977649	854	263858
OR11H2	secretory cell	2394.625	0.000020158983825943302	95785	40	1984227
OR11H2	B cell	2878.9397590361446	0.000016152803182763906	238952	83	5138427
OR11H2	T cell	3568.6626373626373	0.00003853841657588964	3247483	910	23612802
OR11H2	epithelial cell	2674.9663865546217	0.000017780715663346204	318321	119	6692644
OR11H2	myeloid leukocyte	3373.4285714285716	0.00001662214851341084	684806	203	12212621
OR11H2	endothelial cell	3635.757575757576	0.000011183798268680248	119980	33	2950697
OR11H2	connective tissue cell	3288.8909952606637	0.000037685361523174443	693956	211	5598991
OR11H2	glial cell	2986.8205128205127	0.000007363638165925425	116486	39	5296295
OR11H2	neural cell	2147.4606741573034	0.000007472854436436362	191124	89	11909773
OR11H2	blood cell	3638.235294117647	0.000011759098948667382	61850	17	1445689
OR11H2	muscle cell	3376.40625	0.00001686961160882323	108045	32	1896902
OR11H2	innate lymphoid cell	2313.6206896551726	0.000008916451313869847	67095	29	3252415
OR11H2	somatic stem cell	3063.8076923076924	0.00003418457302810892	79659	26	760577
OR11H2	progenitor cell	3255.32	0.000008479991967751607	81383	25	2948116
OR11H2	retinal cell	2940.28	0.000019661414709569447	73507	25	1271526
OR11H2	embryonic cell	3220.686046511628	0.00012228684940019012	553958	172	1406529
OR11H2	kidney epithelial cell	3247.8333333333335	0.000005924311002630394	19487	6	1012776
OR11H2	extraembryonic cell	0	0	0	0	78908
OR11H2	germ line cell	1527.3333333333333	0.00006199948333763885	9164	6	96775
OR11H2	abnormal cell	4076	0.00001681718043152885	4076	1	59463
OR11H2	cell in vitro	3005.7272727272725	0.0002002856967873181	363693	121	604137
OR11H2	contractile cell	0	0	0	0	23711
OR11H2	embryonic cell (metazoa)	0	0	0	0	3860
OR11H2	hematopoietic cell	0	0	0	0	31175
OR11H2	kidney cell	4582	0.000003881957438218647	4582	1	257602
OR11H2	perivascular cell	2588	0.000026925873071434343	2588	1	37139
OR11H2	precursor cell	0	0	0	0	38767
OR11H2	malignant cell	2114.11943793911	0.00026239509573119436	902729	427	1627317
OR11H2	neoplastic cell	2359.683673469388	0.00007183634215209952	231249	98	1364212
OR11H2	experimentally modified cell in vitro	0	0	0	0	15716
OR11H2	ectodermal cell	0	0	0	0	3319
OR11H2	erythroid lineage cell	0	0	0	0	186695
OR11H2	hematopoietic lineage restricted progenitor cell	0	0	0	0	2062
OR11H2	hematopoietic precursor cell	924	0.000003647731293521994	924	1	274143
OR11H2	myeloid cell	1417.6666666666667	0.000026822115728488663	4253	3	111848
OR11H2	primitive red blood cell	0	0	0	0	9644
OR11H2	proerythroblast	0	0	0	0	3139
OR11H2	reticulocyte	0	0	0	0	4876
OR11H2	kidney collecting duct cell	0	0	0	0	2261
OR11H2	kidney cortex collecting duct epithelial cell	0	0	0	0	461
OR11H2	kidney inner medulla collecting duct epithelial cell	0	0	0	0	6180
OR11H2	kidney medulla cell	0	0	0	0	217
